Term;Stemmed;Variations;Frequency
print statement;print statement;print statement;0
special value;special value;special values, special value;3
standard input;standard input;standard input;11
control.Concurrent;control.Concurrent;control.Concurrent;0
explicit type declaration;explicit type declaration;explicit type declaration;0
com index;com index;com index;0
loop function;loop function;loop function;0
closing;closing;closing;2
memory management;memory management;memory management;2
process;process;process;20
gamma function;gamma function;gamma function;0
python library;python library;python library;26
as-pattern;as-pattern;as-patterns, as-pattern;0
tail recursion;tail recursion;tail recursion;0
PRNG (pseudorandom number generator);prng ( pseudorandom number generator );PRNG (pseudorandom number generator);0
mutable reference;mutable reference;mutable references, mutable reference;0
namespace;namespace;namespace;64
lazy language;lazy language;lazy languages, lazy language;0
common pattern;common pattern;common patterns, common pattern;0
data structures 2nd 3rd;data structure 2nd 3rd;data structures 2nd 3rd;0
type synonym;type synonym;type synonyms, type synonym;0
second time;second time;second time;10
collection;collection;collection;8
elements function;element function;elements function;0
command-line argument;command-line argument;command-line arguments, command-line argument;10
xml attribute;xml attribute;xml attribute;2
program control;program control;program control;0
python support;python support;python supports, python support;8
left fold function;left fold function;left fold functions, left fold function;0
counter;counter;counter;12
element;element;elements, element;257
Foreign.Marshal.Array module;Foreign.Marshal.Array module;Foreign.Marshal.Array module;0
FreeBSD;freebsd;FreeBSD;0
round function;round function;round function;0
FDs (file descriptors);fds ( file descriptor );FDs (file descriptors);0
converting;converting;converting;5
type instance;type instance;type instances, type instance;0
data attribute;data attribute;data attributes, data attribute;22
list method;list method;list method;5
keyword argument;keyword argument;keyword arguments, keyword argument;0
environment (programming);environment ( programming );environment (programming);0
parsechar function;parsechar function;parsechar function;0
ruby;ruby;ruby;0
pixel;pixel;pixels, pixel;0
ELF object file;elf object file;ELF object files, ELF object file;0
RGB image;rgb image;RGB images, RGB image;0
monadic value;monadic value;monadic values, monadic value;0
python;python;python;643
injector function;injector function;injector functions, injector function;0
integer division;integer division;integer division;0
left identity [see (>>=) operator];left identity [ see (>>=) operator ];left identity [see (>>=) operator];0
wild card pattern;wild card pattern;wild card patterns, wild card pattern;0
tails function;tail function;tails function;0
plain (p3) netpbm format;plain ( p3 ) netpbm format;plain (p3) netpbm format;0
synchronizing variable;synchronizing variable;synchronizing variable;0
pesky background;pesky background;pesky background;2
same character;same character;same characters, same character;4
\r (carriage return) character;\ r ( carriage return ) character;\r (carriage return) character;0
fold' function;fold ' function;fold' function;0
pcre_exec function;pcre_exec function;pcre_exec function;0
unary operator (-);unary operator (-);unary operator (-);0
chunk;chunk;chunks, chunk;3
list management;list management;list management;0
variables 2nd;variable 2nd;variables 2nd;0
mulitcore programming;mulitcore programming;mulitcore programming;0
list monad;list monad;list monads, list monad;0
liftm function 2nd 3rd 4th;liftm function 2nd 3rd 4th;liftm function 2nd 3rd 4th;0
command-line;command-line;command-line;28
regular string;regular string;regular string;5
input/output [See I/O];input/output [See I/O];input/output [See I/O];0
actual parameter;actual parameter;actual parameters, actual parameter;0
global variable;global variable;global variables, global variable;5
style class;style class;style classes, style class;0
dictionary;dictionary;dictionaries, dictionary;194
hard-coded string;hard-coded string;hard-coded string;3
server respond;server respond;server responds, server respond;0
generalizednewtypederiving extension 2nd;generalizednewtypederiving extension 2nd;generalizednewtypederiving extension 2nd;0
format operator;format operator;format operator;0
data type;data type;data types, data type;5
database engine;database engine;database engines, database engine;0
two-dimensional vector;two-dimensional vector;two-dimensional vectors, two-dimensional vector;0
positional arguments;positional arguments;positional arguments;0
Daylight Saving Time (DST);daylight saving time ( dst );Daylight Saving Time (DST);0
development plan;development plan;development plan;0
quoted string;quoted string;quoted strings, quoted string;0
length;length;length;20
bytestring;bytestring;bytestrings, bytestring;0
python ide;python ide;python ide;19
grammar file;grammar file;grammar file;19
usage summary;usage summary;usage summary;2
support function;support function;support function;4
path information;path information;path information;3
remembered group;remembered group;remembered group;17
allocating datum;allocating datum;allocating data, allocating datum;0
stub version of types/functions;stub version of types/functions;stub versions of types/functions, stub version of types/functions;0
type annotation;type annotation;type annotations, type annotation;0
glasgow haskell;glasgow haskell;glasgow haskell;0
text editor;text editor;text editor;3
using list;using list;using list;10
hgetcontents function;hgetcontents function;hgetcontents function;0
UDP;udp;UDP;0
testing;testing;testing;71
tuple;tuple;tuples, tuple;82
Control.Monad.Error module 2nd 3rd;Control.Monad.Error module 2nd 3rd;Control.Monad.Error module 2nd 3rd;0
built-in function;built-in function;built-in function;10
operator override function;operator override function;operator override functions, operator override function;0
manipulation;manipulation;manipulation;6
list as argument;list a argument;list as argument;0
point-free style;point-free style;point-free style;0
debian linux;debian linux;debian linux;0
result;result;results, result;74
fmap function 2nd;fmap function 2nd;fmap function 2nd;0
false;false;false;38
linkedlist;linkedlist;linkedlist;0
object instance;object instance;object instance;0
sqlerror type;sqlerror type;sqlerror type;0
showhex function;showhex function;showhex function;0
text datum;text datum;text data, text datum;0
undefined value;undefined value;undefined values, undefined value;0
stdout function;stdout function;stdout function;0
instance;instance;instances, instance;115
pseudorandom number generator (PRNG);pseudorandom number generator ( prng );pseudorandom number generator (PRNG);0
Haskell DataBase Connectivity system (HDBC);haskell database connectivity system ( hdbc );Haskell DataBase Connectivity system (HDBC);0
normal form datum;normal form datum;normal form data, normal form datum;0
soap;soap;soap;89
application key;application key;application key;2
conditional statement;conditional statement;conditional statement;0
random number;random number;random numbers, random number;0
long flag;long flag;long flags, long flag;8
writechan function;writechan function;writechan function;0
arbitrary argument;arbitrary argument;arbitrary argument;0
enumerating;enumerating;enumerating;0
url;url;url;77
zipwith;zipwith;zipwith;0
request;request;requests, request;50
list object;list object;list object;0
pure function;pure function;pure functions, pure function;0
embedded reference;embedded reference;embedded reference;0
text;text;text;67
barcode recognition;barcode recognition;barcode recognition;0
shiftl function;shiftl function;shiftl function;0
deleting/renaming;deleting/renaming;deleting/renaming;0
length function 2nd;length function 2nd;length function 2nd;0
redirect;redirect;redirect;39
monad type class;monad type class;monad type class;0
deep copy;deep copy;deep copy;0
class attribute;class attribute;class attribute;18
interactive mode;interactive mode;interactive mode;0
global namespace;global namespace;global namespace;4
formal language;formal language;formal language;0
entire match;entire match;entire match;0
ambiguity;ambiguity;ambiguity;0
identity parser;identity parser;identity parsers, identity parser;0
local;local;local;81
handle;handle;handles, handle;43
text I/O;text I/O;text I/O;0
immutable list;immutable list;immutable lists, immutable list;1
common pattern in monads;common pattern in monad;common patterns in monads, common pattern in monads;0
right identity [see (>>=) operator];right identity [ see (>>=) operator ];right identity [see (>>=) operator];0
main menu;main menu;main menu;0
single quotes (');single quote (');single quotes (');0
infop type 2nd;infop type 2nd;infop type 2nd;0
incremental program development;incremental program development;incremental program development;0
System.Cmd module;System.Cmd module;System.Cmd module;0
instantiate;instantiate;instantiate;3
http layer;http layer;http layer;2
writer monad;writer monad;writer monad;0
single-character escape code;single-character escape code;single-character escape codes, single-character escape code;0
type inference 2nd;type inference 2nd;type inference 2nd;0
element attribute;element attribute;element attributes, element attribute;6
frame;frame;frame;0
garbage collecting;garbage collecting;garbage collecting;0
moggi;moggi;moggi;0
module;module;modules, module;435
string literal;string literal;string literals, string literal;0
interpreter;interpreter;interpreters, interpreter;9
type signature;type signature;type signatures, type signature;0
read typeclass;read typeclass;read typeclass;0
replicate function;replicate function;replicate function;0
gcc compiler;gcc compiler;gcc compiler;0
pattern;pattern;pattern;67
state;state;state;3
lend function;lend function;lend function;0
invariant;invariant;invariants, invariant;0
email;email;email;2
comparable;comparable;comparable;0
conditional evaluation 2nd;conditional evaluation 2nd;conditional evaluation 2nd;0
timediff type;timediff type;timediff type;0
association lists 2nd;association list 2nd;association lists 2nd;0
Text.Regex.Posix module;Text.Regex.Posix module;Text.Regex.Posix module;0
comparable fraction;comparable fraction;comparable fraction;0
key;key;key;106
typeclass;typeclass;typeclasses, typeclass;0
nomonomorphismrestriction 2nd;nomonomorphismrestriction 2nd;nomonomorphismrestriction 2nd;0
configuration;configuration;configuration;6
foreignptr type;foreignptr type;foreignptr type;0
multiple assignment;multiple assignment;multiple assignment;0
link time;link time;link time;0
types 2nd 3rd;type 2nd 3rd;types 2nd 3rd;0
input test;input test;input tests, input test;6
current directory;current directory;current directory;10
forkprocess function;forkprocess function;forkprocess function;0
non-numeric character;non-numeric character;non-numeric characters, non-numeric character;9
binary operator;binary operator;binary operator;0
conditional expression;conditional expression;conditional expressions, conditional expression;0
top level name;top level name;top level names, top level name;0
environment variable;environment variable;environment variables, environment variable;2
point-free expression;point-free expression;point-free expressions, point-free expression;0
transforming input;transforming input;transforming input;0
single xml;single xml;single xml;2
arithmetic sequence;arithmetic sequence;arithmetic sequence;0
function call;function call;function calls, function call;11
url opener;url opener;url opener;6
associativity;associativity;associativity;0
json;json;json;0
background process;background process;background processes, background process;3
applicative type class;applicative type class;applicative type class;0
single argument;single argument;single argument;6
normal method;normal method;normal methods, normal method;4
HNF (head normal form);hnf ( head normal form );HNF (head normal form);0
tuple as return value;tuple a return value;tuple as return value;0
supports python;support python;supports python;0
URL-encoded query string;URL-encoded query string;URL-encoded query strings, URL-encoded query string;0
monadplus typeclass;monadplus typeclass;monadplus typeclass;0
foldl function 2nd;foldl function 2nd;foldl function 2nd;0
functionaldependency;functionaldependency;functionaldependencies, functionaldependency;0
value;value;values, value;373
parameterized types 2nd;parameterized type 2nd;parameterized types 2nd;0
cursor;cursor;cursor;0
accumulator;accumulator;accumulator;0
snd function;snd function;snd function;0
running code;running code;running code;0
recursive function;recursive function;recursive function;0
getclocktime function;getclocktime function;getclocktime function;0
flex;flex;flex;0
syntactic sugar;syntactic sugar;syntactic sugar;0
tables (hash) 2nd;table ( hash ) 2nd;tables (hash) 2nd;0
finditer function;finditer function;finditer function;0
right syntax;right syntax;right syntax;2
generic;generic;generic;10
compiling source;compiling source;compiling source;0
default argument;default argument;default arguments, default argument;2
short flag;short flag;short flags, short flag;5
service url;service url;service url;11
parse wrapper;parse wrapper;parse wrapper;0
flexiblecontext;flexiblecontext;flexiblecontexts, flexiblecontext;0
Adler-32 checksum;Adler-32 checksum;Adler-32 checksum;0
http;http;http;102
reporting;reporting;reporting;0
numeric escape;numeric escape;numeric escapes, numeric escape;0
key-value pair;key-value pair;key-value pairs, key-value pair;4
identity;identity;identities, identity;5
polymorphism;polymorphism;polymorphism;0
mzero;mzero;mzero;0
numeric library;numeric library;numeric library;0
lookup function;lookup function;lookup function;0
module function;module function;module functions, module function;0
greatest common divisor;greatest common divisor;greatest common divisor;0
command;command;command;80
filesystem;filesystem;filesystems, filesystem;0
primitive recursive function;primitive recursive function;primitive recursive functions, primitive recursive function;0
TCP;tcp;TCP;0
.hsc files 2nd;.hsc files 2nd;.hsc files 2nd;0
runST function;runst function;runST function;0
compound statement header;compound statement header;compound statement header;0
runghc program;runghc program;runghc program;0
web;web;web;110
ADT;adt;ADT;0
abstract class;abstract class;abstract class;0
System.Directory module 2nd 3rd;System.Directory module 2nd 3rd;System.Directory module 2nd 3rd;0
complete language;complete language;complete language;0
string function;string function;string function;4
monads 2nd;monad 2nd;monads 2nd;0
match;match;matches, match;190
data structure;data structure;data structures, data structure;7
deadlocks 2nd;deadlock 2nd;deadlocks 2nd;0
comparable string;comparable string;comparable string;0
I/O;I/O;I/O;4
different part;different part;different parts, different part;3
sequencing;sequencing;sequencing;0
human-readable part;human-readable part;human-readable part;2
string;string;strings, string;540
same object;same object;same object;2
fromintegral function 2nd;fromintegral function 2nd;fromintegral function 2nd;0
basic fact;basic fact;basic facts, basic fact;0
callback function;callback function;callback functions, callback function;0
elem function;elem function;elem function;0
url handler;url handler;url handler;11
comprehension support;comprehension support;comprehension supports, comprehension support;0
wsdl proxy;wsdl proxy;wsdl proxy;7
fold function;fold function;fold functions, fold function;0
Control.Monad module 2nd;Control.Monad module 2nd;Control.Monad module 2nd;0
searching;searching;searching;20
library;library;libraries, library;54
widgets (GUI programming);widget ( gui programming );widgets (GUI programming);0
export;export;exports, export;0
WHNF (weak head normal form) 2nd 3rd;whnf ( weak head normal form ) 2nd 3rd;WHNF (weak head normal form) 2nd 3rd;0
monomorphic property;monomorphic property;monomorphic properties, monomorphic property;0
web client programming;web client programming;web client programming;0
standard output;standard output;standard output;3
child class;child class;child class;0
mode;mode;mode;17
testing [see quality assurance];testing [ see quality assurance ];testing [see quality assurance];0
local bin;local bin;local bin;0
multiplication (*) option;multiplication (*) option;multiplication (*) option;0
enum;enum;enum;1
monadplus;monadplus;monadplus;0
uppercase input;uppercase input;uppercase input;6
CAFs (constant applicative forms);cafs ( constant applicative form );CAFs (constant applicative forms);0
stage;stage;stage;37
socket;socket;sockets, socket;0
extension;extension;extensions, extension;25
scaled value;scaled value;scaled values, scaled value;0
column;column;column;3
attributeerror;attributeerror;attributeerror;8
pipes (redirection);pipe ( redirection );pipes (redirection);0
true division;true division;true division;0
factorial function;factorial function;factorial function;0
glade;glade;glade;0
constructor;constructor;constructors, constructor;7
glob pattern;glob pattern;glob patterns, glob pattern;0
test case;test case;test cases, test case;74
explicit;explicit;explicit;15
software;software;software;0
py;py;py;277
eureka traversal;eureka traversal;eureka traversal;0
built-in support;built-in support;built-in support;3
guard;guard;guards, guard;0
escape sequence;escape sequence;escape sequence;0
Data.ByteString.Lazy.Char8 module;Data.ByteString.Lazy.Char8 module;Data.ByteString.Lazy.Char8 module;0
fraction multiplication;fraction multiplication;fraction multiplication;0
networking;networking;networking;1
normal python;normal python;normal python;2
filename matching;filename matching;filename matching;0
base class;base class;base class;11
todo;todo;todo;0
newtype wrapper;newtype wrapper;newtype wrapper;0
strict evaluation 2nd;strict evaluation 2nd;strict evaluation 2nd;0
MonadIO typeclass;monadio typeclass;MonadIO typeclass;0
keyerror;keyerror;keyerror;2
overlapping;overlapping;overlapping;2
histogram;histogram;histogram;0
RPN (Reverse Polish Notation);rpn ( reverse polish notation );RPN (Reverse Polish Notation);0
embedded domain specific language;embedded domain specific language;embedded domain specific languages, embedded domain specific language;0
editing;editing;editing;2
bug;bug;bug;42
wsgi server;wsgi server;wsgi servers, wsgi server;0
operating system;operating system;operating system;7
Graphics.UI.Gtk.Graphics.UI.Gtk.Glade module;Graphics.UI.Gtk.Graphics.UI.Gtk.Glade module;Graphics.UI.Gtk.Graphics.UI.Gtk.Glade module;0
Database.HDBC module;Database.HDBC module;Database.HDBC module;0
stderr function;stderr function;stderr function;0
c programming language 2nd 3rd;c programming language 2nd 3rd;c programming language 2nd 3rd;0
boilerplate 2nd;boilerplate 2nd;boilerplate 2nd;0
processing [see file processing];processing [ see file processing ];processing [see file processing];0
puppet master;puppet master;puppet master;0
last occurrence;last occurrence;last occurrence;0
Graphics.UI.Gtk module;Graphics.UI.Gtk module;Graphics.UI.Gtk module;0
values test;value test;values test;6
int;int;int;2
row datum;row datum;row data, row datum;0
while loop;while loop;while loop;0
return value;return value;return value;33
returns true;return true;returns true;1
newtype keyword;newtype keyword;newtype keyword;0
subtraction (-) option;subtraction (-) option;subtraction (-) option;0
binary I/O;binary I/O;binary I/O;0
local file;local file;local file;6
unboxed value in arrays;unboxed value in array;unboxed values in arrays, unboxed value in arrays;0
hsc2h;hsc2h;hsc2hs, hsc2h;0
prop_one_present function;prop_one_present function;prop_one_present function;0
foreign module;foreign module;foreign modules, foreign module;0
branch;branch;branch;0
HPC;hpc;HPC;0
boolean expression tree;boolean expression tree;boolean expression tree;0
pattern object;pattern object;pattern object;10
lock order inversion;lock order inversion;lock order inversion;0
same way;same way;same way;22
python program;python program;python programs, python program;30
class;class;classes, class;371
quickquery' function 2nd;quickquery ' function 2nd;quickquery' function 2nd;0
CPP;cpp;CPP;0
mconcat;mconcat;mconcat;0
negative index;negative index;negative index;3
command line;command line;command line;34
Data.List.lookup function;Data.List.lookup function;Data.List.lookup function;0
rule;rule;rules, rule;102
closing file handles and;closing file handles and;closing file handles and;0
top-level statement;top-level statement;top-level statements, top-level statement;0
